01,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
01,"",2019,135,"45,2%",27,"55,6%","20,0%",,2019,737,"46,8%",246,"47,6%","33,4%"
01,"",2015,175,"60,6%",14,"71,4%","8,0%",,2015,238,"57,6%",75,"56,0%","31,5%"
01,"",2016,128,"51,6%",18,"55,6%","14,1%",,2016,250,"60,4%",80,"71,3%","32,0%"
01,Section 01,2017,86,"60,5%",13,"69,2%","15,1%",Section 01,2017,224,"50,9%",65,"43,1%","29,0%"
01,"",2018,52,"50,0%",6,"33,3%","11,5%",,2018,223,"51,1%",55,"52,7%","24,7%"
01,"",2019,61,"54,1%",11,"63,6%","18,0%",,2019,254,"57,5%",68,"55,9%","26,8%"
01,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
02,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
02,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
02,"",Année,,,,,,,Année,,,,,
02,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
02,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
02,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
02,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
02,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
02,"",2015,695,"48,1%",216,"44,9%","31,1%",,2015,1 366,"49,5%",649,"52,1%","47,5%"
02,"",2016,462,"44,8%",146,"45,9%","31,6%",,2016,1 254,"46,4%",630,"48,1%","50,2%"
02,Droit,2017,407,"47,4%",139,"49,6%","34,2%",Droit,2017,1 277,"45,0%",635,"46,1%","49,7%"
02,"",2018,312,"43,6%",95,"46,3%","30,4%",,2018,1 301,"45,3%",578,"47,8%","44,4%"
02,"",2019,327,"43,4%",107,"51,4%","32,7%",,2019,1 320,"45,9%",581,"46,1%","44,0%"
02,Groupe 01,2015,303,"53,5%",37,"56,8%","12,2%",Groupe 01,2015,738,"53,5%",256,"54,3%","34,7%"
02,"",2016,216,"50,5%",39,"56,4%","18,1%",,2016,705,"49,8%",272,"55,5%","38,6%"
02,"",2017,184,"50,0%",36,"50,0%","19,6%",,2017,711,"45,1%",253,"44,7%","35,6%"
02,Droit et science politique,,,,,,,Droit et science politique,,,,,,
02,"",2018,135,"45,9%",24,"54,2%","17,8%",,2018,733,"45,0%",250,"49,6%","34,1%"
02,"",2019,135,"45,2%",27,"55,6%","20,0%",,2019,737,"46,8%",246,"47,6%","33,4%"
02,"",2015,81,"53,1%",9,"55,6%","11,1%",,2015,221,"53,8%",62,"59,7%","28,1%"
02,"",2016,62,"54,8%",11,"63,6%","17,7%",,2016,194,"46,4%",57,"50,9%","29,4%"
02,Section 02,2017,63,"39,7%",10,"30,0%","15,9%",Section 02,2017,194,"48,5%",50,"50,0%","25,8%"
02,"",2018,58,"41,4%",12,"58,3%","20,7%",,2018,224,"42,4%",63,"47,6%","28,1%"
02,"",2019,53,"37,7%",9,"55,6%","17,0%",,2019,219,"37,4%",57,"36,8%","26,0%"
02,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
03,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
03,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
03,"",Année,,,,,,,Année,,,,,
03,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
03,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
03,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
03,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
03,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
03,"",2015,695,"48,1%",216,"44,9%","31,1%",,2015,1 366,"49,5%",649,"52,1%","47,5%"
03,"",2016,462,"44,8%",146,"45,9%","31,6%",,2016,1 254,"46,4%",630,"48,1%","50,2%"
03,Droit,2017,407,"47,4%",139,"49,6%","34,2%",Droit,2017,1 277,"45,0%",635,"46,1%","49,7%"
03,"",2018,312,"43,6%",95,"46,3%","30,4%",,2018,1 301,"45,3%",578,"47,8%","44,4%"
03,"",2019,327,"43,4%",107,"51,4%","32,7%",,2019,1 320,"45,9%",581,"46,1%","44,0%"
03,Groupe 01,2015,303,"53,5%",37,"56,8%","12,2%",Groupe 01,2015,738,"53,5%",256,"54,3%","34,7%"
03,"",2016,216,"50,5%",39,"56,4%","18,1%",,2016,705,"49,8%",272,"55,5%","38,6%"
03,"",2017,184,"50,0%",36,"50,0%","19,6%",,2017,711,"45,1%",253,"44,7%","35,6%"
03,Droit et science politique,,,,,,,Droit et science politique,,,,,,
03,"",2018,135,"45,9%",24,"54,2%","17,8%",,2018,733,"45,0%",250,"49,6%","34,1%"
03,"",2019,135,"45,2%",27,"55,6%","20,0%",,2019,737,"46,8%",246,"47,6%","33,4%"
03,"",2015,13,"30,8%",3,"66,7%","23,1%",,2015,34,"32,4%",15,"33,3%","44,1%"
03,"",2016,10,"30,0%",2,"50,0%","20,0%",,2016,34,"38,2%",16,"43,8%","47,1%"
03,Section 03,2017,10,"40,0%",3,"33,3%","30,0%",Section 03,2017,30,"30,0%",9,"33,3%","30,0%"
03,"",2018,2,"50,0%",0,"0,0%","0,0%",,2018,43,"34,9%",13,"38,5%","30,2%"
03,"",2019,1,"0,0%",0,"0,0%","0,0%",,2019,45,"42,2%",21,"47,6%","46,7%"
03,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
04,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
04,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
04,"",Année,,,,,,,Année,,,,,
04,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
04,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
04,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
04,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
04,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
04,"",2015,695,"48,1%",216,"44,9%","31,1%",,2015,1 366,"49,5%",649,"52,1%","47,5%"
04,"",2016,462,"44,8%",146,"45,9%","31,6%",,2016,1 254,"46,4%",630,"48,1%","50,2%"
04,Droit,2017,407,"47,4%",139,"49,6%","34,2%",Droit,2017,1 277,"45,0%",635,"46,1%","49,7%"
04,"",2018,312,"43,6%",95,"46,3%","30,4%",,2018,1 301,"45,3%",578,"47,8%","44,4%"
04,"",2019,327,"43,4%",107,"51,4%","32,7%",,2019,1 320,"45,9%",581,"46,1%","44,0%"
04,Groupe 01,2015,303,"53,5%",37,"56,8%","12,2%",Groupe 01,2015,738,"53,5%",256,"54,3%","34,7%"
04,"",2016,216,"50,5%",39,"56,4%","18,1%",,2016,705,"49,8%",272,"55,5%","38,6%"
04,"",2017,184,"50,0%",36,"50,0%","19,6%",,2017,711,"45,1%",253,"44,7%","35,6%"
04,Droit et science politique,,,,,,,Droit et science politique,,,,,,
04,"",2018,135,"45,9%",24,"54,2%","17,8%",,2018,733,"45,0%",250,"49,6%","34,1%"
04,"",2019,135,"45,2%",27,"55,6%","20,0%",,2019,737,"46,8%",246,"47,6%","33,4%"
04,"",2015,36,"25,0%",11,"36,4%","30,6%",,2015,290,"50,7%",106,"53,8%","36,6%"
04,"",2016,21,"52,4%",8,"50,0%","38,1%",,2016,272,"43,0%",123,"48,8%","45,2%"
04,Section 04,2017,28,"42,9%",10,"50,0%","35,7%",Section 04,2017,315,"40,6%",132,"45,5%","41,9%"
04,"",2018,35,"48,6%",6,"66,7%","17,1%",,2018,339,"42,8%",120,"50,8%","35,4%"
04,"",2019,30,"33,3%",7,"42,9%","23,3%",,2019,294,"43,5%",100,"48,0%","34,0%"
04,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
05,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
05,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
05,"",Année,,,,,,,Année,,,,,
05,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
05,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
05,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
05,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
05,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
05,"",2015,695,"48,1%",216,"44,9%","31,1%",,2015,1 366,"49,5%",649,"52,1%","47,5%"
05,"",2016,462,"44,8%",146,"45,9%","31,6%",,2016,1 254,"46,4%",630,"48,1%","50,2%"
05,Droit,2017,407,"47,4%",139,"49,6%","34,2%",Droit,2017,1 277,"45,0%",635,"46,1%","49,7%"
05,"",2018,312,"43,6%",95,"46,3%","30,4%",,2018,1 301,"45,3%",578,"47,8%","44,4%"
05,"",2019,327,"43,4%",107,"51,4%","32,7%",,2019,1 320,"45,9%",581,"46,1%","44,0%"
05,Groupe 02,2015,394,"43,7%",179,"42,5%","45,4%",Groupe 02,2015,648,"44,4%",393,"50,6%","60,6%"
05,"",2016,248,"39,5%",107,"42,1%","43,1%",,2016,568,"42,1%",359,"42,3%","63,2%"
05,Sciences économiques,2017,224,"45,5%",103,"49,5%","46,0%",Sciences économiques,2017,581,"44,1%",382,"47,1%","65,7%"
05,et de gestion,2018,177,"41,8%",71,"43,7%","40,1%",et de gestion,2018,580,"45,0%",329,"46,2%","56,7%"
05,"",2019,193,"42,0%",80,"50,0%","41,5%",,2019,599,"45,2%",335,"45,1%","55,9%"
05,"",2015,207,"35,7%",120,"33,3%","58,0%",,2015,302,"36,4%",178,"41,0%","58,9%"
05,"",2016,143,"34,3%",73,"32,9%","51,0%",,2016,294,"39,8%",179,"42,5%","60,9%"
05,Section 05,2017,112,"39,3%",60,"43,3%","53,6%",Section 05,2017,290,"36,6%",185,"37,8%","63,8%"
05,"",2018,99,"37,4%",46,"41,3%","46,5%",,2018,291,"37,1%",152,"32,9%","52,2%"
05,"",2019,99,"36,4%",45,"42,2%","45,5%",,2019,288,"37,8%",143,"35,0%","49,7%"
05,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
06,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
06,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
06,"",Année,,,,,,,Année,,,,,
06,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
06,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
06,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
06,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
06,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
06,"",2015,695,"48,1%",216,"44,9%","31,1%",,2015,1 366,"49,5%",649,"52,1%","47,5%"
06,"",2016,462,"44,8%",146,"45,9%","31,6%",,2016,1 254,"46,4%",630,"48,1%","50,2%"
06,Droit,2017,407,"47,4%",139,"49,6%","34,2%",Droit,2017,1 277,"45,0%",635,"46,1%","49,7%"
06,"",2018,312,"43,6%",95,"46,3%","30,4%",,2018,1 301,"45,3%",578,"47,8%","44,4%"
06,"",2019,327,"43,4%",107,"51,4%","32,7%",,2019,1 320,"45,9%",581,"46,1%","44,0%"
06,Groupe 02,2015,394,"43,7%",179,"42,5%","45,4%",Groupe 02,2015,648,"44,4%",393,"50,6%","60,6%"
06,"",2016,248,"39,5%",107,"42,1%","43,1%",,2016,568,"42,1%",359,"42,3%","63,2%"
06,Sciences économiques,2017,224,"45,5%",103,"49,5%","46,0%",Sciences économiques,2017,581,"44,1%",382,"47,1%","65,7%"
06,et de gestion,2018,177,"41,8%",71,"43,7%","40,1%",et de gestion,2018,580,"45,0%",329,"46,2%","56,7%"
06,"",2019,193,"42,0%",80,"50,0%","41,5%",,2019,599,"45,2%",335,"45,1%","55,9%"
06,"",2015,202,"51,0%",61,"59,0%","30,2%",,2015,410,"49,5%",230,"56,1%","56,1%"
06,"",2016,116,"44,8%",37,"59,5%","31,9%",,2016,326,"44,5%",187,"41,7%","57,4%"
06,Section 06,2017,119,"50,4%",44,"56,8%","37,0%",Section 06,2017,329,"49,8%",200,"56,0%","60,8%"
06,"",2018,88,"44,3%",25,"48,0%","28,4%",,2018,330,"51,8%",183,"56,8%","55,5%"
06,"",2019,113,"46,0%",35,"60,0%","31,0%",,2019,367,"51,2%",196,"52,6%","53,4%"
06,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
07,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
07,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
07,"",Année,,,,,,,Année,,,,,
07,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
07,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
07,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
07,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
07,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
07,"",2015,638,"46,4%",478,"48,1%","74,9%",,2015,3 369,"55,6%",2 322,"56,9%","68,9%"
07,"",2016,638,"50,5%",475,"51,6%","74,5%",,2016,3 377,"56,1%",2 391,"57,1%","70,8%"
07,Lettres,2017,600,"49,3%",443,"49,7%","73,8%",Lettres,2017,3 447,"56,6%",2 397,"57,5%","69,5%"
07,"",2018,695,"48,5%",529,"49,3%","76,1%",,2018,3 495,"56,3%",2 414,"57,4%","69,1%"
07,"",2019,588,"48,1%",448,"49,3%","76,2%",,2019,3 573,"56,1%",2 482,"57,2%","69,5%"
07,Groupe 03,2015,220,"58,6%",187,"57,2%","85,0%",Groupe 03,2015,1 091,"65,4%",734,"68,1%","67,3%"
07,"",2016,194,"59,3%",154,"57,8%","79,4%",,2016,1 059,"67,8%",721,"67,8%","68,1%"
07,"",2017,194,"55,2%",154,"55,2%","79,4%",,2017,1 167,"66,8%",817,"68,8%","70,0%"
07,Langues et littératures,,,,,,,Langues et littératures,,,,,,
07,"",2018,218,"62,8%",183,"65,6%","83,9%",,2018,1 118,"65,1%",769,"65,4%","68,8%"
07,"",2019,202,"57,4%",165,"57,6%","81,7%",,2019,1 144,"63,6%",779,"66,2%","68,1%"
07,"",2015,55,"61,8%",45,"62,2%","81,8%",,2015,287,"69,3%",195,"69,7%","67,9%"
07,"",2016,51,"62,7%",43,"65,1%","84,3%",,2016,269,"69,5%",186,"68,8%","69,1%"
07,Section 07,2017,48,"52,1%",36,"52,8%","75,0%",Section 07,2017,315,"70,8%",200,"68,5%","63,5%"
07,"",2018,60,"63,3%",41,"63,4%","68,3%",,2018,288,"71,5%",174,"74,1%","60,4%"
07,"",2019,47,"59,6%",35,"62,9%","74,5%",,2019,270,"68,5%",167,"70,7%","61,9%"
07,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
08,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
08,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
08,"",Année,,,,,,,Année,,,,,
08,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
08,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
08,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
08,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
08,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
08,"",2015,638,"46,4%",478,"48,1%","74,9%",,2015,3 369,"55,6%",2 322,"56,9%","68,9%"
08,"",2016,638,"50,5%",475,"51,6%","74,5%",,2016,3 377,"56,1%",2 391,"57,1%","70,8%"
08,Lettres,2017,600,"49,3%",443,"49,7%","73,8%",Lettres,2017,3 447,"56,6%",2 397,"57,5%","69,5%"
08,"",2018,695,"48,5%",529,"49,3%","76,1%",,2018,3 495,"56,3%",2 414,"57,4%","69,1%"
08,"",2019,588,"48,1%",448,"49,3%","76,2%",,2019,3 573,"56,1%",2 482,"57,2%","69,5%"
08,Groupe 03,2015,220,"58,6%",187,"57,2%","85,0%",Groupe 03,2015,1 091,"65,4%",734,"68,1%","67,3%"
08,"",2016,194,"59,3%",154,"57,8%","79,4%",,2016,1 059,"67,8%",721,"67,8%","68,1%"
08,"",2017,194,"55,2%",154,"55,2%","79,4%",,2017,1 167,"66,8%",817,"68,8%","70,0%"
08,Langues et littératures,,,,,,,Langues et littératures,,,,,,
08,"",2018,218,"62,8%",183,"65,6%","83,9%",,2018,1 118,"65,1%",769,"65,4%","68,8%"
08,"",2019,202,"57,4%",165,"57,6%","81,7%",,2019,1 144,"63,6%",779,"66,2%","68,1%"
08,"",2015,14,"71,4%",12,"66,7%","85,7%",,2015,55,"61,8%",42,"69,0%","76,4%"
08,"",2016,16,"68,8%",15,"66,7%","93,8%",,2016,55,"58,2%",43,"65,1%","78,2%"
08,Section 08,2017,13,"61,5%",12,"58,3%","92,3%",Section 08,2017,63,"63,5%",49,"65,3%","77,8%"
08,"",2018,15,"53,3%",10,"50,0%","66,7%",,2018,43,"55,8%",35,"51,4%","81,4%"
08,"",2019,18,"55,6%",16,"50,0%","88,9%",,2019,62,"69,4%",47,"70,2%","75,8%"
08,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
09,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
09,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
09,"",Année,,,,,,,Année,,,,,
09,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
09,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
09,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
09,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
09,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
09,"",2015,638,"46,4%",478,"48,1%","74,9%",,2015,3 369,"55,6%",2 322,"56,9%","68,9%"
09,"",2016,638,"50,5%",475,"51,6%","74,5%",,2016,3 377,"56,1%",2 391,"57,1%","70,8%"
09,Lettres,2017,600,"49,3%",443,"49,7%","73,8%",Lettres,2017,3 447,"56,6%",2 397,"57,5%","69,5%"
09,"",2018,695,"48,5%",529,"49,3%","76,1%",,2018,3 495,"56,3%",2 414,"57,4%","69,1%"
09,"",2019,588,"48,1%",448,"49,3%","76,2%",,2019,3 573,"56,1%",2 482,"57,2%","69,5%"
09,Groupe 03,2015,220,"58,6%",187,"57,2%","85,0%",Groupe 03,2015,1 091,"65,4%",734,"68,1%","67,3%"
09,"",2016,194,"59,3%",154,"57,8%","79,4%",,2016,1 059,"67,8%",721,"67,8%","68,1%"
09,"",2017,194,"55,2%",154,"55,2%","79,4%",,2017,1 167,"66,8%",817,"68,8%","70,0%"
09,Langues et littératures,,,,,,,Langues et littératures,,,,,,
09,"",2018,218,"62,8%",183,"65,6%","83,9%",,2018,1 118,"65,1%",769,"65,4%","68,8%"
09,"",2019,202,"57,4%",165,"57,6%","81,7%",,2019,1 144,"63,6%",779,"66,2%","68,1%"
09,"",2015,45,"62,2%",38,"60,5%","84,4%",,2015,221,"65,2%",128,"68,8%","57,9%"
09,"",2016,35,"62,9%",23,"52,2%","65,7%",,2016,240,"70,4%",142,"66,9%","59,2%"
09,Section 09,2017,34,"50,0%",25,"48,0%","73,5%",Section 09,2017,235,"71,5%",124,"74,2%","52,8%"
09,"",2018,46,"54,3%",34,"52,9%","73,9%",,2018,271,"64,6%",155,"64,5%","57,2%"
09,"",2019,48,"60,4%",35,"60,0%","72,9%",,2019,271,"66,4%",136,"67,6%","50,2%"
09,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
10,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
10,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
10,"",Année,,,,,,,Année,,,,,
10,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
10,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
10,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
10,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
10,"",2019,2 225,"34,9%",1 704,"34,7%","76,6%",,2019,8 359,"46,0%",6 141,"45,6%","73,5%"
10,"",2015,638,"46,4%",478,"48,1%","74,9%",,2015,3 369,"55,6%",2 322,"56,9%","68,9%"
10,"",2016,638,"50,5%",475,"51,6%","74,5%",,2016,3 377,"56,1%",2 391,"57,1%","70,8%"
10,Lettres,2017,600,"49,3%",443,"49,7%","73,8%",Lettres,2017,3 447,"56,6%",2 397,"57,5%","69,5%"
10,"",2018,695,"48,5%",529,"49,3%","76,1%",,2018,3 495,"56,3%",2 414,"57,4%","69,1%"
10,"",2019,588,"48,1%",448,"49,3%","76,2%",,2019,3 573,"56,1%",2 482,"57,2%","69,5%"
10,Groupe 03,2015,220,"58,6%",187,"57,2%","85,0%",Groupe 03,2015,1 091,"65,4%",734,"68,1%","67,3%"
10,"",2016,194,"59,3%",154,"57,8%","79,4%",,2016,1 059,"67,8%",721,"67,8%","68,1%"
10,"",2017,194,"55,2%",154,"55,2%","79,4%",,2017,1 167,"66,8%",817,"68,8%","70,0%"
10,Langues et littératures,,,,,,,Langues et littératures,,,,,,
10,"",2018,218,"62,8%",183,"65,6%","83,9%",,2018,1 118,"65,1%",769,"65,4%","68,8%"
10,"",2019,202,"57,4%",165,"57,6%","81,7%",,2019,1 144,"63,6%",779,"66,2%","68,1%"
10,"",2015,22,"40,9%",13,"30,8%","59,1%",,2015,150,"66,0%",60,"80,0%","40,0%"
10,"",2016,20,"75,0%",11,"72,7%","55,0%",,2016,134,"68,7%",53,"69,8%","39,6%"
10,Section 10,2017,11,"72,7%",4,"75,0%","36,4%",Section 10,2017,127,"74,8%",51,"78,4%","40,2%"
10,"",2018,25,"68,0%",14,"85,7%","56,0%",,2018,155,"62,6%",70,"64,3%","45,2%"
10,"",2019,22,"63,6%",9,"55,6%","40,9%",,2019,158,"58,9%",67,"67,2%","42,4%"
10,Source  : GALAXIE - ANTARES,,,,,,,,,,,,,
11,"",,Candidats,%,Qualifiés,Dont %,Ratio,,,Candidats,%,Qualifiés,%,Ratio
11,"",,(A),femmes,(B),femmes,(B/A),,,(A),femmes,(B),femmes,(B/A)
11,"",Année,,,,,,,Année,,,,,
11,"",2015,2 579,"37,1%",1 784,"34,5%","69,2%",,2015,8 764,"46,1%",6 493,"45,8%","74,1%"
11,"",2016,2 293,"35,5%",1 634,"34,6%","71,3%",,2016,8 472,"46,4%",6 426,"45,7%","75,8%"
11,Ensemble des sections,2017,2 308,"36,9%",1 666,"36,1%","72,2%",Ensemble des sections,2017,8 143,"46,9%",6 122,"46,5%","75,2%"
11,"",2018,2 330,"35,1%",1 802,"34,5%","77,3%",,2018,8 148,"46,5%",6 042,"46,6%","74,2%"
